kegg_id,metatlas_inchi_key
C18807,CLSVJBIHYWPGQY-UHFFFAOYSA-N
C15296,CLVIIRIMEIEKOQ-OWOJBTEDSA-N
C16991,CLWOXNLVWMXBRD-QGZVFWFLSA-O
C14957,CLXNUVCBDCPVIW-DROYVCBLSA-N
C09534,CLYBLORMANTURF-RGCMKSIDSA-N
C05955,CMBOTAQMTNMTBD-KLASNZEFSA-N
C12829,CMCCHHWTTBEZNM-UHFFFAOYSA-N
C15438,CMCJNODIWQEOAI-UHFFFAOYSA-N
C11298,CMDJMPUKVKXWBI-UHFFFAOYSA-N
C19680,CMEWLCATCRTSGF-UHFFFAOYSA-N
C16845,CMFNMSMUKZHDEY-UHFFFAOYSA-N
C11701,CMGCKUPKNSSPER-UHFFFAOYSA-N
C15000,CMGONSOWZSKMAU-BKWLFHPQSA-N
C08641,CMHKKALEZOJWDP-JXKRDHHRSA-O
C12118,CMJFOBNRYRSQGE-UHFFFAOYSA-N
C10880,CMJGAYUQSLJSCR-ULIPXBITSA-N
C09107,CMKFQVZJOWHHDV-BTSGLNRLSA-N
C09107,CMKFQVZJOWHHDV-UHFFFAOYSA-N
C11313,CMMLZMMKTYEOKV-JEKNLLRFSA-N
C12280,CMOYPQWMTBSLJK-KAMYIIQDSA-N
C09524,CMOZGCJOTGLPKO-UHFFFAOYSA-N
C02734,CMPQUABWPXYYSH-UHFFFAOYSA-N
C07888///C06933,CMSMOCZEIVJLDB-UHFFFAOYSA-N
C12033,CMUHFUGDYMFHEI-QMMMGPOBSA-N
C17634,CMULNSPKSRFQAF-VQHVLOKHSA-N
C10172,CMUNUTVVOOHQPW-LURJTMIESA-O
C03356,CMVHVKHUWLAUNF-PWNYCUMCSA-N
C11964,CMVQGLOOVJQBJX-JZSZVTLOSA-N
C01517,CMWTZPSULFXXJA-VIFPVBQESA-N
C15462,CMZIZIPSUFOSEU-RISCZKNCSA-N
C09176,CNBHDDBNEKKMJH-ZFWWWQNUSA-N
C17538,CNBHUROFMYCHGI-IEUUZZHOSA-N
C19456,CNCOEDDPFOAUMB-UHFFFAOYSA-N
C19135,CNFMJLVJDNGPHR-UKTHLTGXSA-N
C05165,CNGNJOBQFRZLRY-TYHXJLICSA-N
C17443,CNHZRRBWLMSLDX-WNHLAMKZSA-N
C07898,CNIIGCLFLJGOGP-UHFFFAOYSA-N
C03004,CNIUEVQJABPUIJ-QMMMGPOBSA-N
C09557,CNIULSUYTFOEHN-MEBIVNBJSA-N
C04676,CNIXJDVUMXTEKX-DZBHQSCQSA-N
C18791,CNKHSLKYRMDDNQ-UHFFFAOYSA-N
C05274,CNKJPHSEFDPYDB-HSJNEKGZSA-N
C05274,CNKJPHSEFDPYDB-XBZDCTFPSA-N
C03926,CNLFCQPCBQQMHK-XINAWCOVSA-N
C08387,CNNRPFQICPFDPO-UHFFFAOYSA-N
C10533,CNOURESJATUGPN-UDEBZQQRSA-N
C14558,CNQAYISXCZTDQX-UHFFFAOYSA-N
C04582,CNSJRYUMVMWNMC-RITPCOANSA-N
C08495,CNURKUNYCXCBEK-WMNSZERYSA-N
C08363,CNVZJPUDSLNTQU-SEYXRHQNSA-N
C04722,CNWPIIOQKZNXBB-VCVMUKOKSA-N
C19795,CNYVJTJLUKKCGM-RGGGOQHISA-N
C03032,CNZIQHGDUXRUJS-DQYPLSBCSA-N
C10689,COBBNRKBTCBWQP-UHFFFAOYSA-N
C05660,COCNDHOPIHDTHK-UHFFFAOYSA-N
C10563,COELSLLVNMRXHB-KYIFXELVSA-N
C17080,COESHZUDRKCEPA-UHFFFAOYSA-N
C19744,COGPRPSWSKLKTF-GBJTYRQASA-N
C00940,COJBGNAUUSNXHX-UHFFFAOYSA-N
C07965,COKMIXFXJJXBQG-NRFANRHFSA-N
C02265,COLNVLDHVKWLRT-MRVPVSSYSA-N
C00079,COLNVLDHVKWLRT-QMMMGPOBSA-N
C10085,COQAPWLZSHQTKA-MSDOJSJISA-N
C11850,COQGSKNKQZLZEJ-AENOIHSZSA-M
C17369,CORBMZCTOZNVHZ-PHDIDXHHSA-N
C01572,COVFEVWNJUOYRL-UHFFFAOYSA-N
C08896,COVOPPXLDJVUSC-JPYPKGSXSA-N
C15770,COVOPZQGJGUPEY-UHFFFAOYSA-N
C11956,COVVXXPWZYVADP-JVRRXQMPSA-N
C12454,COWQBMIVVHLMNO-UHFFFAOYSA-N
C19422,COXVTLYNGOIATD-UHFFFAOYSA-N
C01215,CPBSBMPDIRRVGP-HYXAFXHYSA-N
C12387,CPBYUTXQMSKGLY-JUEXJKKASA-N
C19807,CPCPHNWWTJLXKQ-UHFFFAOYSA-N
C13198///C13189,CPELXLSAUQHCOX-UHFFFAOYSA-M
C16367,CPESTIBYQUOXSA-LHRGPQAGSA-O
C06356,CPEXFJVZFNYXGU-UHFFFAOYSA-N
C08385,CPGCVOVWHCWVTP-LJAQVGFWSA-N
C20605,CPHRCQUGNAGVIB-FWJAZRMLSA-N
C07591,CPJSUEIXXCENMM-UHFFFAOYSA-N
C07581,CPNGPNLZQNNVQM-UHFFFAOYSA-N
C18259,CPPFVJLHDNOVTN-UHFFFAOYSA-N
C15784,CPQUIAPJXYFMHN-PODYLUTMSA-N
C05276,CPSDNAXXKWVYIY-NTLMCJQISA-N
C05276,CPSDNAXXKWVYIY-QKERFBAVSA-N
C09017,CPTJXGLQLVPIGP-UHFFFAOYSA-N
C18637,CPUWOKRFRYWIHK-BPPBZOKFSA-N
C04867,CPVQJXZBSGXTGJ-TZDLBHCHSA-N
C17984,CPVYVUXPFHPEFB-LJKYVLQWSA-N
C06599,CPXFTNFOQXXRBF-UHFFFAOYSA-N
C10335,CQDXJBJBEQPBEM-UHFFFAOYSA-N
C10921,CQEYYJKEWSMYFG-UHFFFAOYSA-N
C19484,CQGSPCLZUXSVHE-UHFFFAOYSA-N
C03068,CQIGOIONTHSZEA-UHFFFAOYSA-N
C05797,CQIKWXUXPNUNDV-RCBXBCQGSA-N
C16765,CQIUKKVOEOPUDV-IYSWYEEDSA-N
C02117,CQJGVSCAFSXDSB-KURKYZTESA-N
C02117,CQJGVSCAFSXDSB-UHFFFAOYSA-N
C14936,CQJMTOOEWQBWPO-NTEUORMPSA-N
C15263,CQNNLXQECGKHEH-APNJTCTJSA-N
C10379,CQNVSNFEXPKHGW-UHFFFAOYSA-N
C15157,CQNXXURIGGLIOE-FTQGCKHGSA-N
C12946,CQONVBIGUJWUFE-UHFFFAOYSA-N
C05302,CQOQDQWUFQDJMK-SSTWWWIQSA-N
C00386,CQOVPNPJLQNMDC-ZETCQYMHSA-N
C11537,CQQGIWJSICOUON-REOHCLBHSA-N
C16069,CQQGIWJSICOUON-UHFFFAOYSA-N
C11499,CQQGIWJSICOUON-UWTATZPHSA-N
C01300,CQQNNQTXUGLUEV-UHFFFAOYSA-N
C02323,CQRYARSYNCAZFO-UHFFFAOYSA-N
C09045,CQSFDKICYDHRGT-XSGSXHBCSA-N
C14829,CQSLTKIXAJTQGA-FLIBITNWSA-N
C14829,CQSLTKIXAJTQGA-LZHWIENRSA-N
C14060,CQSPEFZMAFYKML-RQWHEHCQSA-N
"C05663
C08480",CQUUHDQRJWXDPY-UHFFFAOYSA-N
C08332,CQWWASNOGSDPRL-MPVQUNCYSA-N
C11120,CQXADFVORZEARL-UHFFFAOYSA-N
C16495,CRAPXAGGASWTPU-VQOIUDCISA-N
C15525,CRBYNQCDRNZCNX-DUXPYHPUSA-N
C15525,CRBYNQCDRNZCNX-UHFFFAOYSA-N
C16494,CRCTVUFFBCIURJ-DJHAZVFJSA-N
C13630,CRCWUBLTFGOMDD-UHFFFAOYSA-N
C03220,CRDAMVZIKSXKFV-PVMFERMNSA-N
C01126,CRDAMVZIKSXKFV-YFVJMOTDSA-N
C14160,CREDXYMKNYHUGY-DEEMEZQZSA-N
C00136,CRFNGMNYKDXRTN-CITAKDKDSA-N
C00136,CRFNGMNYKDXRTN-HDRJHVAISA-N
C03757,CRISWXPNFWRXSH-QMMMGPOBSA-N
C12126,CRJGESKKUOMBCT-VQTJNVASSA-N
C11497,CRNXHFXAXBWIRH-UHFFFAOYSA-N
C06207,CROCAQYJJNCZQH-UHFFFAOYSA-N
C13837,CROUPKILZUPLQA-ITVSDQETSA-N
C08600,CRPGUMMYQABYES-DNVKUUNQSA-N
C04674,CRPMVGCTWVCEFA-ORQOFBDUSA-N
C17827,CRPPMKFSMRODIQ-JDXPBYPHSA-N
C06305,CRPUJAZIXJMDBK-BDAKNGLRSA-N
C06304,CRPUJAZIXJMDBK-DTWKUNHWSA-N
C06076,CRPUJAZIXJMDBK-UHFFFAOYSA-N
C09116,CRQDVOOXGMAUAP-WSRXYXLGSA-N
C11037,CRQQGFGUEAVUIL-UHFFFAOYSA-N
C14658,CRRKVZVYZQXICQ-RJJCNJEVSA-N
C09266,CRSFLLTWRCYNNX-YJDQBUFVSA-N
C13874,CRTNZTPGZOLYIO-UAVYQUDZSA-N
C09989,CRVXJVHSLVEDRI-UHFFFAOYSA-N
C17357,CRVXTEJTLQIKDI-XINAWCOVSA-N
C12988,CRVYRJLIQHSUOQ-ZETCQYMHSA-N
C19435,CRWHRMSWJOLABX-NXWCFRFGSA-N
C00324,CRWNKXHVYMVLCY-UHFFFAOYSA-N
C16577,CRWVOYRJXPDBPM-HSCJLHHPSA-N
C03003,CRXJVFIHZPTDKA-KAMPLNKDSA-O
C05923,CRXOALRUOMUPMC-UMMCILCDSA-N
C12252,CRZBVPSGSPBXEZ-UHFFFAOYSA-N
C00207,CSCPPACGZOOCGX-UHFFFAOYSA-N
C00450,CSDPVAKVEWETFG-YFKPBYRVSA-N
C10577,CSFQQZOIHVWGMN-BBAXEOEJSA-N
C10368,CSFWPUWCSPOLJW-UHFFFAOYSA-N
C19497,CSHWQDPOILHKBI-UHFFFAOYSA-N
C18343,CSHZYWUPJWVTMQ-UHFFFAOYSA-N
C10663,CSJAXRKDCCWCSJ-UHFFFAOYSA-N
C01852,CSKKDSFETGLMSB-NRZPKYKESA-N
C08422,CSMYCLLHRFFFLG-ABVFHMHLSA-N
C08422,CSMYCLLHRFFFLG-IRHMCKRBSA-N
C20132,CSOMAHTTWTVBFL-OFBLZTNGSA-N
C18539,CSPPKDPQLUUTND-NBVRZTHBSA-N
C02914,CSRZVBCXQYEYKY-REOHCLBHSA-N
C17205,CSRZVBCXQYEYKY-UWTATZPHSA-N
C11654,CSSBAEZXGJABKW-SWZHBTMOSA-N
C19156,CSZRNWHGZPKNKY-REOHCLBHSA-N
C13825,CTEJAJOBMJUFFB-RVXWVPLUSA-N
C12011,CTFJMTPWQZXWGH-ISIOAQNYSA-N
C14933,CTFZTEDAUHSZSC-DHGBTQKMSA-N
C14918,CTHNQUQSBBJQFV-VMYXTEHFSA-N
C18646,CTJBHIROCMPUKL-UHFFFAOYSA-N
C02852,CTNBESGEKMCKRZ-AACCOFLISA-N
C08881,CTNPHHZPAJYPFO-QFLJTSPFSA-N
C00927,CTNZOGJNVIFEBA-SKCIHNBWSA-N
C17350,CTNZOGJNVIFEBA-TWTPMLPMSA-N
C01941,CTNZOGJNVIFEBA-UPSUJEDGSA-N
C15457,CTPLJPLKYKCNAY-GJZGRUSLSA-N
C01284,CTPQAXVNYGZUAJ-KXXVROSKSA-N
C04579,CTPQAXVNYGZUAJ-PTQMNWPWSA-N
C15990,CTPQAXVNYGZUAJ-QWBQGLJISA-N
C04579,CTPQAXVNYGZUAJ-UOTPTPDRSA-N
C04563,CTPQAXVNYGZUAJ-XCMZKKERSA-N
C07212,CTQNGGLPUBDAKN-UHFFFAOYSA-N
C07492,CTRLABGOLIVAIY-UHFFFAOYSA-N
C14198,CTRVPKRXJXIHDV-UHFFFAOYSA-N
C19352,CTRXDTYTAAKVSM-UHFFFAOYSA-O
C09154,CTSPAMFJBXKSOY-UHFFFAOYSA-N
C10933,CTTHWASMBLQOFR-UHFFFAOYSA-N
C05475,CTTOFMJLOGMZRN-BBWLNIHDSA-N
C15369,CTXGUGSLVSMAHY-AJMINZBYSA-N
C10624,CUANCTHYEDWUMU-KBPBESRZSA-N
C19269,CUARLQDWYSRQDF-UHFFFAOYSA-N
C10159,CUBHREGSQFAWDJ-SECBINFHSA-N
C10159,CUBHREGSQFAWDJ-VIFPVBQESA-N
C15978,CUBSXOWPMAOFDG-MYHCZTBNSA-O
C05153,CUCUKLJLRRAKFN-UHFFFAOYSA-N
C14063,CUDHGRIZNLIHBG-TYBIZVFLSA-N
C16793,CUEQHYJSSUSIFI-UHFFFAOYSA-N
C09048,CUFLINMPEWUGEH-UHFFFAOYSA-N
C13392,CUFNKYGDVFVPHO-UHFFFAOYSA-N
C03677,CUHFIPBCFIPFJM-JXSBNBLESA-O
C07450,CUHVIMMYOGQXCV-NSHDSACASA-N
C04671,CUJMXIQZWPZMNQ-XYYGWQPLSA-N
C09258,CUKSFECWKQBVED-INIZCTEOSA-N
C05731,CUKZGOBWGGOLIQ-QRDRGOPVSA-N
C07734,CULGWEQEASHZHP-NINQLNBYSA-N
C10760,CULUKMPMGVXCEI-UWVGGRQHSA-N
C12042,CUOJDWBMJMRDHN-RLLVTFBRSA-N
C02753,CUOKHACJLGPRHD-FLRLBIABSA-N
C00652,CUOKHACJLGPRHD-JJYYJPOSSA-N
C02994,CUOKHACJLGPRHD-NUNKFHFFSA-N
C01114,CUOKHACJLGPRHD-YVZJFKFKSA-N
C00011,CURLTUGMZLYLDI-UHFFFAOYSA-N
C06951,CURUTKGFNZGFSE-UHFFFAOYSA-N
C15111,CUTLWGKWIWWQBH-UHFFFAOYSA-N
C11719,CUVUXNULRBGYON-UHFFFAOYSA-N
C13301,CUWODFFVMXJOKD-UVLQAERKSA-N
C08364,CUXYLFPMQMFGPL-BGDVVUGTSA-N
C08364,CUXYLFPMQMFGPL-MRZTUZPCSA-N
C08315,CUXYLFPMQMFGPL-WPOADVJFSA-N
C15485,CUZKLRTTYZOCSD-CIUDSAMLSA-N
C18640,CVACSAHKWDLUII-DTNVTZSYSA-N
C19517,CVAVMIODJQHEEH-UHFFFAOYSA-O
C07585,CVBGNAKQQUWBQV-UHFFFAOYSA-N
C15442,CVCDJRPXEWJAAY-DSEYRMEUSA-N
C14631,CVCDJRPXEWJAAY-UVSUZTNJSA-N
C01155,CVENNDDRCHLONB-UHFFFAOYSA-N
C12284,CVHZOJJKTDOEJC-UHFFFAOYSA-N
C17104,CVIPXLIMSIYMFK-BJLGHUSZSA-N
C17085,CVIVANCKIBYAOP-LGIYYPAKSA-N
C16605,CVKDTTCYQAJIAC-UHFFFAOYSA-N
C08967,CVMFAOXHGIFMQV-BVXNWBLKSA-N
C14934,CVNVHOYBHQEWMN-BTOHRNCKSA-N
C18771,CVQODEWAPZVVBU-UHFFFAOYSA-N
C00300,CVSVTCORWBXHQV-UHFFFAOYSA-N
C09484,CVUANYCQTOGILD-QVHKTLOISA-N
C14187,CVUGPAFCQJIYDT-UHFFFAOYSA-N
C15718,CVWNSOHSMMCZJU-YYVBLSOISA-N
C07491,CVXBEEMKQHEXEN-UHFFFAOYSA-N
C15803,CVXIEYXJQSRIAC-KLUYZAHOSA-N
C15803,CVXIEYXJQSRIAC-NVHAJTKRSA-N
C16071,CVZKYDYRJQYYDJ-MBNYWOFBSA-N
C16071,CVZKYDYRJQYYDJ-SCRDCRAPSA-N
C10298,CVZNKLNAHBTINT-UHFFFAOYSA-N
C00772,CWCYSIIDJAVQSK-UHFFFAOYSA-N
C02086,CWERGRDVMFNCDR-UHFFFAOYSA-N
C14789,CWFINLADSFPMHF-UHFFFAOYSA-N
C18455,CWFOCCVIPCEQCK-UHFFFAOYSA-N
C11975,CWGATOJEFAKFBK-QJDTYEMPSA-N
C14506,CWJSHJJYOPWUGX-UHFFFAOYSA-N
C20700,CWLVBFJCJXHUCF-RNPYNJAESA-N
C10152,CWMYODFAUAJKIV-HTQZYQBOSA-N
C01100,CWNDERHTHMWBSI-YFKPBYRVSA-N
C16517,CWNIQCOMWQROPA-NMIPTCLMSA-N
C16517,CWNIQCOMWQROPA-PIAXYHQTSA-N
C09433,CWNJPEXNWXFLHM-LKZVZFKPSA-N
C09433,CWNJPEXNWXFLHM-RAMABSIPSA-N
C11500,CWNMDMYGRVHXDR-KQYNXXCUSA-N
C02930,CWNNYYIZGGDCHS-UHFFFAOYSA-N
C17254,CWOJBEDMJKZKAB-JZYAIQKZSA-N
C04438,CWRILEGKIAOYKP-SSDOTTSWSA-N
C13692,CWRVKFFCRWGWCS-UHFFFAOYSA-N
C19312,CWRYPZZKDGJXCA-UHFFFAOYSA-N
C17351,CWTCWGGPTVMMLT-FCGDIQPGSA-N
C17352,CWTCWGGPTVMMLT-INDMIFKZSA-N
C00852,CWVRJTMFETXNAD-JUHZACGLSA-N
C17147,CWVRJTMFETXNAD-NXLLHMKUSA-N
C19966,CWVRQJBCBCTFLT-XXFCETQUSA-N
C16894,CWYDWJDPKSMUPT-MADLDNGBSA-N
C10525,CWZIPBGXMLRVIC-OAHLLOKOSA-N
C01626,CXBGOBGJHGGWIE-BYYILIDTSA-N
C18373,CXBMCYHAMVGWJQ-UHFFFAOYSA-N
C02811,CXCVEERYMJZMMM-IKJWWVRKSA-N
C06391,CXDWHYOBSJTRJU-SRWWVFQWSA-N
C11583,CXEDBYAXQXFDHD-UHFFFAOYSA-N
C09665,CXENHBSYCFFKJS-VDQVFBMKSA-N
C14912,CXFWIKINSICEBC-ARKCUIHYSA-N
C16289,CXGHPQSURHQOBH-MQWSOPDOSA-O
C16075,CXISHLWVCSLKOJ-CLFYSBASSA-N
C19714,CXISHLWVCSLKOJ-VQHVLOKHSA-N
C06030,CXJNNMFPXAHDPF-REOHCLBHSA-N
C18762,CXJSOEPQXUCJSA-UHFFFAOYSA-N
C03972,CXMBCXQHOXUCEO-BYPYZUCNSA-N
C08277,CXMXRPHRNRROMY-UHFFFAOYSA-N
C02010,CXNPLSGKWMLZPZ-ZNIXKSQXSA-N
C19169,CXNVOWPRHWWCQR-UHFFFAOYSA-N
C07443,CXOFVDLJLONNDW-UHFFFAOYSA-N
C12377,CXOLVKMMHKZPPM-UHFFFAOYSA-N
C10165,CXQRNYIKPJXYLU-ZHBVTVBMSA-N
C12316,CXQWRCVTCMQVQX-GJZGRUSLSA-N
C01617,CXQWRCVTCMQVQX-LSDHHAIUSA-N
C07261,CXQXSVUQTKDNFP-UHFFFAOYSA-N
C02838,CXTATJFJDMJMIY-CYBMUJFWSA-O
C13840,CXUCKELNYMZTRT-UHFFFAOYSA-N
C20143,CXUORUGFOXGJNY-LUZKGJLSSA-N
C14114,CXWXQJXEFPUFDZ-UHFFFAOYSA-N
C15018,CXYPVKBFRMXQDI-JPVZDGGYSA-N
C17410,CYBWUNOAQPMRBA-NDTOZIJESA-N
C06571,CYDMQBQPVICBEU-XRNKAMNCSA-N
C14188,CYEKUDPFXBLGHH-UHFFFAOYSA-N
C00729,CYHOMWAPJJPNMW-JIGDXULJSA-N
C02066,CYHOMWAPJJPNMW-RNLVFQAGSA-N
C08664,CYIFGHJXUWZGSW-GRXCUHEDSA-N
C02467,CYKLRRKFBPBYEI-KBQKSTHMSA-N
C02200,CYKLRRKFBPBYEI-NQQHDEILSA-N
C02200,CYKLRRKFBPBYEI-VKMSGHKJSA-N
C13713,CYKYBWRSLLXBOW-GDYGHMJCSA-N
C16269,CYLSPJUZBPWJGC-ITDIGPHOSA-N
C07766,CYLWJCABXYDINA-UHFFFAOYSA-N
C09450,CYMAWWCMMZZOTB-KJMJJSJTSA-N
C11883,CYOURYOZWLIJFB-LWYYNNOASA-N
C11883,CYOURYOZWLIJFB-UMQXSMKFSA-N
C06972,CYQFCXCEBYINGO-ZYMOGRSISA-N
D06220,CYRMSUTZVYGINF-UHFFFAOYSA-N
C09914,CYRRHDGXDUVPMO-ZASXJUAOSA-N
C06509,CYSCNXFMHDTZLF-OGYOCKPLSA-N
C06789,CYTYCFOTNPOANT-UHFFFAOYSA-N
C15425,CYWICJWKZPXJSA-PQWRYPMOSA-N
C19367,CYXIKYKBLDZZNW-UHFFFAOYSA-N
C19875///G13060,CYXUODONHIAJMC-SGONGESZSA-N
C09983,CYYPEFYKFZTPFE-UHFFFAOYSA-N
C14464,CYYZDBDROVLTJU-UHFFFAOYSA-N
C03298,CYZKJBZEIFWZSR-LURJTMIESA-N
C18239,CZAKJJUNKNPTTO-AJFJRRQVSA-N
C18239,CZAKJJUNKNPTTO-UHFFFAOYSA-N
C02983,CZCIKBSVHDNIDH-NSHDSACASA-N
C09198,CZCPFHFUOUQBDL-NBYZGKQKSA-N
C06094,CZEMYYICWZPENF-VOLTXKGXSA-N
C16974,CZFHAODYOVXPIQ-BARDWOONSA-N
C08447,CZFQZIRMRQWYEB-YWVDXFKGSA-N
C05813,CZFRMASEEPTBAQ-MYCGWMCTSA-N
C14456,CZGCEKJOLUNIFY-UHFFFAOYSA-N
C11346,CZGFLAQOJPXVRV-FLVROIOLSA-N
C02135,CZGUSIXMZVURDU-JZXHSEFVSA-N
C09136,CZGWUKXZLUIKBU-IUYNRSMJSA-N
C15078,CZHINTJOYWQKED-JQQXAHOJSA-N
C09587,CZIGIXZHIBZWBA-MGCWZZKMSA-N
C02778,CZIHNRWJTSTCEX-UHFFFAOYSA-N
C11955,CZMBJLNTFCNLGQ-QJEXIZKGSA-N
C00089,CZMRCDWAGMRECN-UGDNZRGBSA-N
C18068,CZMRCDWAGMRECN-VJRJJCRKSA-N
C10482,CZNLTCTYLMYLHL-UHFFFAOYSA-N
C11932,CZNNQWMLAHSKRA-NVAFIHLTSA-N
C18029,CZNNQWMLAHSKRA-RRLVPJIRSA-N
C00396,CZPWVGJYEJSRLH-UHFFFAOYSA-N
C15195,CZQHHVNHHHRRDU-UHFFFAOYSA-N
C10359,CZQLULNMKQAIQL-PFDMWMSASA-N
C04834,CZRJNVJQSPMQTQ-DABJYTMYSA-N
C04834,CZRJNVJQSPMQTQ-UKGUQDEXSA-N
C04834,CZRJNVJQSPMQTQ-XKLQKUTNSA-N
C17513,CZSBHMFVVLYIQQ-DRVLGOCHSA-N
"C09480
C09481",CZSKPULURGIUQE-BOLSYAAGSA-N
C20307,CZSSHKCZSDDOAH-UNQGMJICSA-N
C11669,CZTGVICQDJFDKK-OIQLKJBESA-N
C11754,CZTQZXZIADLWOZ-CRAIPNDOSA-O
C19217,CZVHCFKUXGRABC-UHFFFAOYSA-N
C04555,CZWCKYRVOZZJNM-USOAJAOKSA-N
C16262,CZWUUOGKBHOBEC-YPMHNXCESA-N
C18958,DAASOABUJRMZAD-UHFFFAOYSA-N
C16399,DAAYGLKRMDTNSS-UHFFFAOYSA-N
C19563,DADWKWOJOMSGPK-UHFFFAOYSA-N
C00206,DAEAPNUQQAICNR-RRKCRQDMSA-N
C08545,DAEFUOXKPZLQMM-AUDZWCKFSA-N
C10474,DAELTTGCCPRYTP-ZLQZEYEISA-N
C14203,DAGZTNVPVSJCJP-UHFFFAOYSA-N
C09224,DAHIQPJTGIHDGO-IRXDYDNUSA-N
C12331,DAHMYCXNJSCLGA-UHFFFAOYSA-O
C11299,DAIKHDNSXMZDCU-FQTGFAPKSA-N
C18311,DAJDHKXIQYXYPH-UHFFFAOYSA-N
C12256,DAJUDMPFTLBNMJ-SVUNVAICSA-N
C14537,DAKWPKUUDNSNPN-UHFFFAOYSA-N
C11609,DANUORFCFTYTSZ-SJSJOXFOSA-N
C01470,DANYIYRPLHHOCZ-UHFFFAOYSA-N
C13089,DASYMCLQENWCJG-XUKDPADISA-N
C01047,DATAGRPVKZEWHA-YFKPBYRVSA-N
C17326,DATWFRMXXZBEPM-SGLIKCFUSA-N
C04297,DATWFRMXXZBEPM-SNAICPSHSA-N
C05202,DAUPWJBRVZCBQB-AWEZNQCLSA-N
C06068,DAVNRFCJMIONPO-UKRRQHHQSA-N
C09752,DAWSYIQAGQMLFS-SFHVURJKSA-N
C09236,DAXYUDFNWXHGBE-KAXDATADSA-N
C16980,DAXYUDFNWXHGBE-VKCGGMIFSA-N
C00455,DAYLJWODMCOQEW-TURQNECASA-O
C18679,DAZPSZLIQWNPOM-WHCXFUJUSA-N
C07372,DBABZHXKTCFAPX-UHFFFAOYSA-N
C12478,DBCRBUVJYHSJEQ-UHFFFAOYSA-N
C19478,DBDSNSPWDDZRQK-SNVBAGLBSA-N
C20604,DBEYVIGIPJSTOR-FHWLQOOXSA-N
C06553,DBFMBHXVWIURSV-UHFFFAOYSA-N
C06996,DBGIVFWFUFKIQN-UHFFFAOYSA-N
C09956,DBGJQYIYUBGFLT-GQIHDASDSA-N
C18307,DBHGTJWNUJZZOA-UHFFFAOYSA-N
C11604,DBKWAMISRGINGJ-ABHNRTSZSA-N
C17707,DBLVDAUGBTYDFR-SWMBIRFSSA-N
C00892,DBMUNIJZUYVPCQ-GCOKGBOCSA-N
C00892,DBMUNIJZUYVPCQ-XFNFOBRPSA-N
C09767,DBOVHQOUSDWAPQ-WTONXPSSSA-N
C01176,DBPWSSGDRRHUNT-CEGNMAFCSA-N
C15816,DBPZYKHQDWKORQ-MWEYQPRESA-N
C15816,DBPZYKHQDWKORQ-SINUOACOSA-N
C05754,DBQBCCHJYFLTRK-MDZDMXLPSA-N
C08841,DBRXOUCRJQVYJQ-KAJAVFCBSA-N
C18846,DBTIHDIIXPQOFR-JMHKOBKLSA-N
C18672,DBUXSCUEGJMZAE-UHFFFAOYSA-N
C07736,DBVJJBKOTRCVKF-UHFFFAOYSA-N
C16447,DBVVQDGIJAUEAZ-YXYADJKSSA-N
C16372,DBWNTBWELCRVQD-AQAMAIGXSA-O
C13671,DBWPFHJYSTVBCZ-BYPYZUCNSA-N
C14769,DBWQSCSXHFNTMO-CWIIEWQYSA-N
C14769,DBWQSCSXHFNTMO-TYAUOURKSA-N
C01188,DBXBTMSZEOQQDU-UHFFFAOYSA-N
C06001,DBXBTMSZEOQQDU-VKHMYHEASA-N
C10579,DBXFAPJCZABTDR-UJLUYDJNSA-N
C19416,DBZJJPROPLPMSN-UHFFFAOYSA-N
C18059,DCAZOLWWPLSROK-DXHGDTBASA-N
C08844,DCCBMAKQGXCAQH-UHFFFAOYSA-N
C15300,DCCZLOASKLQMQQ-UHFFFAOYSA-N
C19020,DCEAEHHJGXAROU-WUKNDPDISA-N
C10672,DCEHSZHMKGBNHS-UHFFFAOYSA-N
C03548,DCEMCPAKSGRHCN-JCYAYHJZSA-N
C14773,DCJBINATHQHPKO-TYAUOURKSA-N
C09378,DCKYPAZZUYXYTC-HBKJAXODSA-N
C19679,DCNMIDLYWOTSGK-KVQBGUIXSA-N
C09293,DCNRYQODUSSOKC-HKHYKUHTSA-N
C09496,DCNRYQODUSSOKC-JKSXDGAISA-N
C13857,DCPCOKIYJYGMDN-DOFZRALJSA-N
C13857,DCPCOKIYJYGMDN-HUDVFFLJSA-N
C15082,DCPFFPJQACSWPX-UHFFFAOYSA-N
C01221,DCRWHJGCOKPJBN-TWBNDLJKSA-N
C09913,DCSCXTJOXBUFGB-SFYZADRCSA-N
C09913,DCSCXTJOXBUFGB-UHFFFAOYSA-N
C08868,DCSLTSSPIJWEJN-UVOXVOIDSA-N
C06910,DCSUBABJRXZOMT-IRLDBZIGSA-N
C10511,DCTLJGWMHPGCOS-UHFFFAOYSA-N
C00655,DCTLYFZHFGENCW-UUOKFMHZSA-N
C18751,DCUJJWWUNKIJPH-UHFFFAOYSA-N
C17013,DCUOEDHQKMLWHI-PJZZLEGSSA-N
C14648,DCVGANSDLNPXGO-WXLIAARGSA-N
C08471,DCWKALWZHORJAO-DTWKUNHWSA-N
C06501,DCWXELXMIBXGTH-QMMMGPOBSA-N
C00152,DCXYFEDJOCDNAF-REOHCLBHSA-N
C16438,DCXYFEDJOCDNAF-UHFFFAOYSA-N
